load,windall,windallsigma,windnorth,windnorthsigma,windsouth,windsouthsigma
49188,900,384,634,303,266,81
50728,981,393,712,211,269,182
51418,1224,376,918,246,306,130
51083,1994,917,1370,660,624,274
50402,2821,917,2027,1289,794,630
48894,3459,997,2632,1635,827,638
47126,4102,1420,3156,2034,946,614
45978,5282,2279,4332,3190,950,911
45278,5767,3443,4877,4300,890,857
42626,5479,2955,4629,3501,850,546
38968,6294,3807,5389,4585,905,778
35685,6564,5033,5549,5863,1015,830
33750,6392,4850,5471,5598,921,748
32258,6259,4949,5384,5695,875,746
31531,5969,4661,5100,5307,869,646
31566,5938,4507,5008,5160,930,653
32762,6094,4462,5208,5170,886,708
34390,6143,4401,5377,5034,766,633
36290,5795,4030,5133,4594,662,564
38778,5484,3628,4908,4133,576,505
41917,5325,3719,4737,4182,588,463
45233,4814,3263,4253,3698,561,435
48283,4379,2814,3821,3234,558,420
50921,4268,2719,3642,3234,626,515
53209,4124,1983,3405,2542,719,559
54752,4718,1990,3696,2665,1022,675
55825,5754,2364,4316,3519,1438,1155
56346,6198,2439,4579,3858,1619,1419
55851,6362,2451,4672,3879,1690,1428
54459,6663,2604,5116,4078,1547,1474
52434,6971,3189,5494,4486,1477,1297
50637,7504,4000,5864,5346,1640,1346
49769,7916,4444,6182,5986,1734,1542
46357,7846,4485,6157,6017,1689,1532
42140,7825,4739,6115,6270,1710,1531
38638,7683,4800,6017,6300,1666,1500
36410,7602,4852,6018,6240,1584,1388
34851,7395,4727,5979,6047,1416,1320
33943,7072,4549,5786,5670,1286,1121
33867,7019,4712,5756,5778,1263,1066
35106,7073,4862,5726,5908,1347,1046
36797,6888,4367,5576,5458,1312,1091
38095,6915,4292,5583,5417,1332,1125
40241,7190,4382,5635,5504,1555,1122
42728,7589,4297,5837,5761,1752,1464
45633,7765,4139,5958,5771,1807,1632
47852,7675,3727,5814,5389,1861,1662
49412,7796,3781,5910,5516,1886,1735
51369,7410,3250,5646,4922,1764,1672
52656,7284,3114,5562,4714,1722,1600
53016,7365,3072,5617,4645,1748,1573
52242,7657,3275,5836,4935,1821,1660
50856,7766,3341,5935,4987,1831,1646
49423,8029,3644,6142,5348,1887,1704
47846,8110,3781,6224,5474,1886,1693
46676,8182,4057,6321,5793,1861,1736
46213,7953,4225,6215,5902,1738,1677
43385,7558,3918,6097,5361,1461,1443
39773,7628,4473,6239,5802,1389,1329
36706,7612,4999,6253,6340,1359,1341
34759,7372,5118,5945,6359,1427,1241
33484,7393,5076,6007,6350,1386,1274
32858,7170,4922,5855,6083,1315,1161
32913,7085,4911,5790,5992,1295,1081
34284,7070,4885,5895,5931,1175,1046
36203,6820,4416,5511,5276,1309,860
37706,7076,4307,5831,5433,1245,1126
39780,7124,4605,6066,5645,1058,1040
42317,7332,5067,6274,6005,1058,938
45316,7308,4815,6376,5796,932,981
47895,7180,4790,6168,5719,1012,929
49716,7147,4825,5926,5918,1221,1093
50843,7203,4477,5889,5652,1314,1175
51711,6934,3807,5672,5063,1262,1256
52649,6515,3541,5340,4700,1175,1159
52993,6036,3039,4819,4074,1217,1035
52359,5976,2806,4594,3855,1382,1049
50587,6286,2868,4971,4241,1315,1373
48783,6198,3195,5094,4298,1104,1103
47397,6442,3827,5324,4813,1118,986
46685,6593,4140,5519,5192,1074,1052
43539,6430,3992,5436,4914,994,922
39573,6479,4243,5441,5097,1038,854
36489,6494,4448,5396,5346,1098,898
34311,6178,4451,5305,5420,873,969
32820,5094,3426,4429,3932,665,506
32055,4774,3169,4099,3629,675,460
31908,4392,2915,3863,3442,529,527
33175,3641,2169,3229,2461,412,292
34875,3383,2179,2941,2452,442,273
36422,2815,1615,2361,1864,454,249
38774,2289,1061,1948,1274,341,213
41895,2112,1250,1890,1462,222,212
45220,1536,1195,1402,1283,134,88
48301,916,722,860,766,56,44
50911,602,282,510,243,92,39
53307,734,325,575,230,159,95
55113,954,350,694,235,260,115
56296,1278,531,872,341,406,190
56618,1737,913,1093,660,644,359
55756,1873,942,1274,671,599,473
54108,1944,943,1494,877,450,388
52051,1827,976,1516,1294,311,318
50078,1511,1303,1148,1386,363,83
48637,1166,584,951,503,215,81
44939,1381,697,1208,618,173,79
40770,1664,897,1472,945,192,80
37157,1762,917,1515,1004,247,87
34603,1834,875,1572,998,262,158
32921,1808,878,1534,949,274,158
31871,1815,862,1490,999,325,167
31725,1734,904,1396,847,338,156
32681,1678,915,1360,778,318,146
34043,1677,915,1359,865,318,122
35769,1526,910,1268,913,258,128
38843,1138,850,917,883,221,86
42398,599,142,446,131,153,11
46270,587,228,395,115,192,113
49564,609,284,375,126,234,158
52379,598,228,372,100,226,128
55095,767,345,492,155,275,190
56961,864,324,618,147,246,177
58254,994,314,756,189,238,125
58929,1241,519,925,390,316,129
58452,1340,604,993,431,347,173
56793,1509,810,1146,599,363,211
54456,1592,800,1268,615,324,185
52022,1871,956,1561,885,310,181
50224,2194,1031,1865,1265,329,234
46713,2428,1162,2140,1376,288,214
42774,2854,1694,2577,1908,277,214
39224,3073,2101,2800,2307,273,206
36497,2972,1867,2727,2030,245,163
34478,3121,1907,2895,2065,226,158
33074,3310,2149,3086,2299,224,150
32258,3382,2293,3175,2440,207,147
32254,3328,2481,3124,2626,204,145
32300,2996,2374,2818,2505,178,131
33390,2355,1775,2222,1851,133,76
36766,1875,1625,1811,1640,64,15
41018,1242,523,1198,522,44,1
45385,1339,780,1248,777,91,3
49111,1123,489,951,473,172,16
51850,1046,377,799,280,247,97
53951,1234,532,897,321,337,211
55510,1365,607,1009,343,356,264
56678,1610,774,1118,496,492,278
57327,1875,958,1265,647,610,408
57202,2051,958,1307,873,744,525
56029,2082,959,1296,928,786,566
53872,2107,958,1356,929,751,533
51517,2309,958,1621,1135,688,544
50008,2610,957,1985,1397,625,450
46706,2994,1233,2462,1637,532,404
42980,3471,1883,2940,2237,531,354
39640,3619,2000,3155,2311,464,311
36951,3801,2261,3406,2533,395,272
34881,3857,2608,3511,2878,346,270
33363,3622,2613,3367,2851,255,238
32326,3296,2455,3121,2626,175,171
31945,3056,2246,2864,2349,192,103
31433,2943,1953,2708,2086,235,133
32061,2837,1827,2602,2006,235,179
35478,2615,1822,2366,1991,249,169
39860,2107,945,1878,1050,229,105
44433,2268,1507,2017,1732,251,225
48614,1487,974,1291,1079,196,105
52073,772,271,647,236,125,35
54861,510,178,355,141,155,37
56991,563,244,342,124,221,120
58493,563,223,313,85,250,138
59421,615,257,341,86,274,171
59613,608,211,307,81,301,130
58803,675,311,365,94,310,217
56796,691,187,454,78,237,109
54482,987,320,756,192,231,128
52790,1325,497,1076,394,249,103
48768,2008,911,1683,985,325,186
44009,2478,1247,2136,1486,342,239
40159,2684,1462,2295,1676,389,214
37470,2869,1654,2523,1936,346,282
35670,2766,1727,2474,1943,292,216
34481,2563,1515,2295,1663,268,148
34135,2517,1443,2242,1603,275,160
35033,2405,1440,2072,1618,333,178
36396,1921,1064,1614,1220,307,156
38354,1363,770,1134,677,229,93
41764,952,604,785,550,167,54
46114,465,119,304,118,161,1
50809,270,13,210,8,60,5
55131,185,2,147,1,38,1
58715,149,2,128,1,21,1
61538,255,12,188,1,67,11
63682,427,24,282,1,145,23
64566,530,32,288,6,242,26
65090,670,113,374,17,296,96
64766,704,121,419,13,285,108
64007,851,213,559,104,292,109
61845,1011,363,730,274,281,89
59283,1289,610,1024,504,265,106
57011,1686,868,1391,758,295,110
52536,2326,1066,1985,1234,341,168
47450,2842,1693,2494,1932,348,239
43103,2852,1859,2426,2035,426,176
40038,2741,1603,2290,1859,451,256
37979,2615,1286,2143,1544,472,258
36562,2664,1344,2188,1685,476,341
35989,2411,1154,1996,1441,415,287
36762,2175,1001,1790,1235,385,234
38140,1931,953,1605,1050,326,198
39715,1593,864,1369,765,224,99
42906,1375,987,1241,1037,134,50
47254,726,237,640,236,86,1
52356,431,18,370,17,61,1
57090,309,21,289,20,20,1
60977,137,2,127,1,10,1
64129,184,4,130,3,54,1
66046,244,9,102,5,142,4
66569,338,78,116,6,222,72
66635,457,156,166,7,291,149
66317,552,176,211,19,341,157
65507,700,265,331,54,369,211
63242,1001,397,542,168,459,229
61259,1415,697,942,436,473,261
59258,2137,944,1682,957,455,314
54983,2935,1219,2420,1544,515,325
50186,3802,2080,3278,2582,524,502
46027,3939,2327,3383,2763,556,436
43105,4130,2446,3580,2888,550,442
40862,4392,3040,3906,3542,486,502
39337,3958,2694,3575,3037,383,343
38705,3707,2571,3161,2849,546,278
39354,3473,2141,2963,2579,510,438
40614,2955,1788,2582,2108,373,320
41842,2454,1584,2185,1782,269,198
44441,1853,1314,1704,1383,149,69
48042,1334,798,1201,762,133,36
52278,1020,598,932,558,88,40
56353,594,214,519,208,75,6
59960,388,48,190,38,198,10
62913,510,136,189,15,321,121
64777,800,333,362,15,438,318
65629,1087,487,519,133,568,354
66076,1698,961,844,683,854,672
65626,1986,957,1101,983,885,645
63837,2522,958,1600,1720,922,827
61198,2591,958,1748,1551,843,608
58582,2964,1104,2144,1775,820,671
56657,3369,1358,2659,1969,710,611
52586,3855,1671,3214,2210,641,539
47784,4522,2504,3778,3068,744,564
43771,4649,2627,3910,3238,739,611
40740,4601,2761,3906,3344,695,583
38667,4464,2515,3850,2976,614,461
37434,4731,2880,4100,3344,631,464
37058,4900,3178,4209,3647,691,469
37862,5083,3480,4378,4000,705,520
39329,4907,3226,4263,3697,644,471
40663,4554,2996,4019,3435,535,439
43470,4205,2935,3767,3318,438,383
47153,3604,1824,3132,2033,472,209
51177,4186,2951,3595,3445,591,494
54775,3131,2095,2583,2511,548,416
57631,2283,1073,1679,1471,604,398
59581,1776,946,1080,867,696,486
60830,1458,902,795,389,663,560
61686,1380,646,770,221,610,425
61593,1893,951,1044,708,849,698
60893,2033,955,1122,817,911,711
59537,2302,958,1261,1117,1041,804
57485,2481,958,1536,1093,945,727
55392,2905,959,2029,1404,876,707
54025,3509,1229,2654,1925,855,696
50328,4104,1625,3243,2264,861,639
46064,4952,2284,4105,3020,847,736
42437,5444,3080,4579,3752,865,672
39990,5808,3585,4982,4254,826,669
38240,5565,3452,4795,4033,770,581
37105,5433,3460,4724,3995,709,535
36716,5305,3400,4620,3883,685,483
37327,5172,3722,4531,4244,641,522
38385,4294,2748,3782,3126,512,378
39549,3934,2650,3518,2996,416,346
42450,3297,2210,2951,2451,346,241
45936,2745,1324,2404,1465,341,141
49472,2941,1688,2517,1959,424,271
52425,2312,1312,1977,1588,335,276
54622,1761,935,1410,1203,351,375
56720,1139,572,694,305,445,267
58075,1054,437,461,87,593,350
58755,1383,661,488,84,895,577
58842,1870,932,762,297,1108,1173
58003,1870,943,993,498,877,970
56255,2032,951,1161,837,871,663
54105,2416,955,1426,1036,990,685
52117,3096,957,2060,1711,1036,1035
50777,3391,1199,2424,1974,967,775
47849,3913,1488,3049,2197,864,709
44540,4767,2193,3900,2889,867,696
41306,5568,3056,4784,3814,784,758
38827,5799,3856,5022,4471,777,615
36896,5479,3718,4833,4281,646,563
35434,4856,3421,4271,3838,585,417
34677,4171,2776,3680,3129,491,353
34703,3635,2134,3251,2409,384,275
34795,3499,2043,3206,2277,293,234
35593,3299,2249,3033,2413,266,164
38339,2832,1856,2412,1999,420,143
41616,2256,954,1764,1245,492,291
44835,1794,936,1286,1146,508,588
47351,856,213,464,88,392,125
49213,1000,376,542,74,458,302
50072,1311,623,757,173,554,450
50461,1576,918,943,305,633,666
50655,1683,934,1017,416,666,670
50934,1956,955,1294,775,662,779
51116,1987,957,1342,887,645,612
50388,2200,959,1539,1048,661,614
48648,2496,958,1963,1312,533,645
47265,2900,1422,2390,1956,510,534
46297,3244,1961,2778,2553,466,592
43724,3386,1673,2906,2066,480,393
40848,4189,2113,3777,2595,412,482
37902,4874,3147,4294,3584,580,437
35663,4801,2971,4182,3458,619,487
33911,4519,2763,3965,3343,554,580
32672,3908,2509,3502,2960,406,451
31859,3119,1935,2727,2151,392,216
31697,2684,1457,2383,1698,301,241
31607,2244,1368,2021,1571,223,203
32158,1586,935,1393,1061,193,126
34545,1037,422,863,332,174,90
37050,1041,584,819,454,222,130
39664,954,671,797,362,157,309
42204,741,343,533,168,208,175
44148,914,290,532,76,382,214
45834,1612,838,933,259,679,579
47027,2169,945,1184,557,985,663
47662,2948,959,1757,1102,1191,1130
47510,3199,959,1870,1513,1329,1206
47100,3262,958,1809,1693,1453,1337
46243,3194,958,1947,1197,1247,979
45172,3982,959,2697,1548,1285,960
44467,5310,1628,3916,2983,1394,1355
44307,5727,2636,4382,3961,1345,1325
42059,5499,2497,4483,3529,1016,1032
38980,5802,3176,4726,4048,1076,872
36207,5848,3061,4673,3958,1175,897
34285,5820,3108,4562,4190,1258,1082
33204,5170,2759,4004,3797,1166,1038
32694,4361,2080,3385,2954,976,874
33036,4024,1753,3077,2428,947,675
34489,4179,1819,3209,2563,970,744
36346,4147,1893,3153,2685,994,792
37625,3862,1552,2967,2329,895,777
39911,3768,1260,2995,1867,773,607
43144,4582,1584,3542,2240,1040,656
46541,5658,2129,4268,3231,1390,1102
49359,5810,2201,4294,3512,1516,1311
51869,5546,1997,4095,3299,1451,1302
54234,5369,1927,3985,3153,1384,1226
55621,5563,2150,4183,3400,1380,1250
56399,5625,2233,4177,3482,1448,1249
56437,5819,1952,4366,3275,1453,1323
55508,6309,2540,4824,3969,1485,1429
53842,6138,2668,4749,3942,1389,1274
51804,5995,2668,4646,3827,1349,1159
50425,6074,2872,4700,4075,1374,1203
49463,5969,3260,4657,4665,1312,1405
46262,5144,2483,4033,3442,1111,959
42478,5315,2440,4156,3375,1159,935
39224,5810,2997,4568,4101,1242,1104
36911,5727,3055,4578,4072,1149,1017
35328,5690,3272,4683,4198,1007,926
34421,5576,3589,4736,4374,840,785
34284,5216,3712,4521,4337,695,625
35279,4646,3256,4020,3684,626,428
36733,4297,2704,3724,3079,573,375
37841,4390,2716,3797,3119,593,403
40550,4400,2297,3891,2680,509,383
43889,5046,2600,4346,2980,700,380
47106,6148,3479,5096,4193,1052,714
50236,6265,3432,4995,4448,1270,1016
52607,5833,2768,4536,3871,1297,1103
55202,5508,2340,4107,3485,1401,1145
56624,5352,2036,3796,3342,1556,1306
57573,5201,1600,3677,2939,1524,1339
57702,5501,1876,3876,3304,1625,1428
56736,5715,1965,4054,3414,1661,1449
55067,5860,1940,4273,3335,1587,1395
52787,6130,2156,4630,3499,1500,1343
50737,6566,2893,5059,4288,1507,1395
49320,6441,3299,4916,4734,1525,1435
46116,5723,2777,4344,4069,1379,1292
42636,5279,2541,4037,3711,1242,1170
39522,5035,2545,3880,3574,1155,1029
37152,4860,2384,3760,3270,1100,886
35442,4919,2455,3881,3350,1038,895
34293,4924,2504,3995,3322,929,818
33745,5091,2919,4203,3657,888,738
33766,5129,3185,4309,3875,820,690
33599,4977,3289,4162,3900,815,611
33938,4752,2887,3989,3462,763,575
37001,4851,2406,4079,2904,772,498
40922,5819,3200,4687,3941,1132,741
45145,5938,3287,4596,4426,1342,1139
48694,5037,2235,3797,3317,1240,1082
51542,4560,1634,3280,2651,1280,1017
53440,4502,1327,3102,2476,1400,1149
54753,4646,1216,3133,2554,1513,1338
55440,4708,1074,3291,2366,1417,1292
55649,5102,1435,3635,2722,1467,1287
55493,5342,1562,3858,2827,1484,1265
54161,5691,1912,4097,3344,1594,1432
51929,5568,1840,4080,3170,1488,1330
49389,5804,2638,4308,4175,1496,1537
47599,5032,2581,3650,4042,1382,1461
45151,3969,1413,2941,2453,1028,1040
42450,3941,1474,2930,2359,1011,885
39342,4149,1709,3025,2649,1124,940
36958,4170,1527,3097,2426,1073,899
35309,4576,2017,3471,2940,1105,923
34330,4667,2322,3654,3260,1013,938
34078,4526,2626,3682,3390,844,764
34874,4324,2792,3577,3387,747,595
36066,4069,2695,3368,3202,701,507
37372,3767,2320,2990,2797,777,477
40636,3793,2031,3030,2573,763,542
44644,3663,1510,2935,1986,728,476
47840,3989,2140,3213,2801,776,661
51373,3323,1509,2679,2007,644,498
54219,3118,1177,2443,1630,675,453
56722,3397,1101,2529,1732,868,631
58596,3753,1032,2675,1884,1078,852
59998,4023,1010,2767,2073,1256,1063
60761,4186,1144,2765,2413,1421,1269
60319,3954,920,2644,2000,1310,1114
58675,3942,926,2826,1594,1116,883
56050,4889,1759,3591,2916,1298,1157
53662,4756,2564,3421,3930,1335,1366
51938,3535,1479,2533,2497,1002,1018
48124,3024,1167,2335,1952,689,785
43818,2842,1467,2166,2028,676,561
40167,2657,1338,1960,1892,697,554
37518,2550,1244,1884,1850,666,606
35655,2313,1300,1691,1846,622,546
34489,1883,946,1538,830,345,219
34105,2487,1275,2083,1465,404,190
34898,2721,1363,2342,1617,379,254
35985,2777,1515,2466,1752,311,237
37226,2619,1480,2322,1657,297,177
40294,2460,1351,2220,1537,240,186
44022,2192,970,1926,1069,266,99
47948,2493,1637,2144,1862,349,225
51462,1736,916,1501,949,235,122
54522,1396,607,1168,540,228,67
57191,1485,666,1118,520,367,146
59068,1747,859,1211,635,536,318
60365,1912,899,1192,681,720,470
60751,1993,935,1201,653,792,618
60360,1984,952,1177,658,807,656
58618,1907,952,1073,634,834,613
56153,1911,954,1084,594,827,619
53781,2092,954,1239,879,853,704
52064,2108,954,1344,820,764,546
48610,2513,954,1710,1132,803,578
44923,2901,956,2142,1475,759,617
41447,3092,1131,2459,1610,633,479
38692,3384,1645,2815,2068,569,423
36644,3288,1837,2827,2154,461,317
35171,2999,1703,2651,1911,348,208
34301,2911,1866,2584,2040,327,174
34124,2574,1548,2301,1671,273,123
34062,2346,1334,2111,1456,235,122
34457,1995,1047,1795,1145,200,98
37417,1668,1063,1499,1159,169,96
41512,969,302,813,282,156,20
45748,876,385,705,320,171,65
49689,351,63,248,48,103,15
53052,248,50,93,20,155,30
55479,383,127,135,4,248,123
57158,673,353,202,40,471,313
57470,834,466,296,43,538,472
55613,963,521,358,96,605,499
53352,1072,558,441,139,631,437
50650,1371,681,563,229,808,563
48469,1698,792,856,390,842,719
46909,2219,935,1488,1033,731,750
46015,2449,927,1660,1379,789,606
43383,2631,950,1841,1017,790,491
40350,3308,1054,2457,1799,851,745
37538,3249,1280,2403,1857,846,577
35255,3195,1166,2483,1734,712,568
33762,3119,1444,2484,1918,635,474
32696,2676,1185,2133,1498,543,313
32129,2393,1015,1940,1299,453,284
32044,2037,943,1667,1105,370,192
32118,1624,896,1327,786,297,138
32109,1228,501,1009,435,219,66
34362,1071,487,883,421,188,66
37356,783,230,541,196,242,34
40577,687,199,447,111,240,88
43513,466,74,225,17,241,57
46477,284,68,47,1,237,67
48543,352,109,64,1,288,108
50211,708,287,258,8,450,279
51382,1167,518,475,66,692,452
52155,1525,715,697,228,828,663
51929,1817,822,925,410,892,673
50638,2128,881,1284,561,844,699
48323,2504,908,1553,928,951,765
47079,2785,949,1860,1208,925,780
46411,2788,952,1671,1962,1117,1159
43662,1844,877,902,559,942,553
40222,2090,896,1121,605,969,858
37229,2399,930,1419,953,980,936
35335,2244,922,1379,860,865,635
34173,2615,937,1292,2106,1323,1174
33580,1840,904,574,1330,1266,1200
33768,1220,725,536,227,684,498
35005,1182,778,578,367,604,536
37040,1122,800,467,445,655,355
38265,845,467,422,142,423,325
39948,721,414,416,182,305,232
42547,689,332,298,197,391,135
45515,591,287,309,113,282,174
48427,502,155,323,71,179,84
50426,576,116,384,44,192,72
51514,749,138,462,49,287,89
52509,1318,412,842,171,476,241
53607,2496,909,1707,655,789,574
54291,3571,902,2305,1544,1266,991
53861,3670,914,2112,1746,1558,1339
52085,3152,912,1777,1231,1375,1338
49817,2721,888,1334,1100,1387,1277
48442,2193,885,914,550,1279,1163
46931,1893,835,755,288,1138,1085
43641,1787,740,638,368,1149,1108
39882,1622,778,575,332,1047,1110
36826,1389,669,507,206,882,774
34873,1462,657,353,311,1109,959
33525,1379,1020,349,141,1030,1161
32702,1276,872,442,180,834,1052
32585,1088,658,566,129,522,529
33677,1204,740,771,263,433,486
35459,1288,656,901,321,387,335
36540,1395,770,1045,451,350,319
38065,1313,821,950,548,363,273
39955,1019,358,558,209,461,149
42503,1137,624,484,205,653,419
44569,1052,664,588,69,464,600
46577,1002,478,647,109,355,369
48340,1018,317,706,137,312,180
49823,1565,821,1018,403,547,418
51061,2133,846,1227,767,906,807
51603,2309,821,1297,774,1012,900
51234,2513,847,1632,770,881,936
50005,2934,823,1315,2026,1619,1238
47871,2090,845,961,408,1129,1027
46603,2235,851,994,807,1241,1415
45265,1704,812,863,392,841,891
42406,1571,841,977,378,594,652
38824,1530,874,998,411,532,463
35887,1684,875,995,715,689,647
33915,1305,791,737,285,568,506
32580,1164,597,635,165,529,432
31893,1101,488,562,172,539,316
31992,1095,541,605,173,490,368
33178,1014,374,555,161,459,213
35067,1070,351,657,140,413,211
36291,1237,549,830,275,407,274
38028,1165,575,675,318,490,257
39956,1014,457,528,140,486,317
42224,929,359,426,106,503,253
44263,951,339,464,77,487,262
46093,1125,464,673,171,452,293
47802,1363,687,950,386,413,301
48837,1528,863,1116,573,412,368
49541,1550,831,981,526,569,305
49962,1714,891,1019,420,695,574
49719,1865,872,1147,436,718,727
48715,2032,897,1307,703,725,827
47328,1819,884,1102,580,717,654
46243,1695,876,1062,400,633,711
45467,1662,851,876,707,786,1107
42492,1135,725,594,140,541,585
38830,1088,575,579,125,509,450
35865,1093,615,592,158,501,457
33910,954,524,507,142,447,382
32579,852,457,369,121,483,336
31923,707,348,244,53,463,295
31908,621,367,159,61,462,306
33169,574,352,120,24,454,328
35033,413,248,142,3,271,245
36222,284,43,151,1,133,42
37991,252,2,76,1,176,1
40370,254,49,20,1,234,48
43252,204,31,57,1,147,30
45671,215,2,127,1,88,1
47447,431,16,313,9,118,7
49349,556,44,336,13,220,31
50793,888,521,613,83,275,438
52142,762,278,472,74,290,204
53440,971,596,472,123,499,473
53443,972,597,394,99,578,498
52451,986,553,464,67,522,486
50652,1089,553,599,139,490,414
48930,1299,838,805,353,494,485
47883,1432,911,1019,467,413,471
44582,1699,939,1272,732,427,321
40631,1887,939,1511,756,376,303
37196,2173,935,1764,1014,409,292
34965,2328,1057,1842,1365,486,308
33386,1997,934,1599,947,398,258
32475,1831,929,1571,914,260,223
32340,1479,710,1219,668,260,42
33338,1292,647,1059,579,233,68
35015,910,437,742,369,168,68
36241,462,160,353,159,109,1
38741,280,94,187,78,93,16
41673,207,47,53,34,154,13
44820,188,46,13,1,175,45
47480,181,29,41,1,140,28
49507,227,18,78,1,149,17
51508,427,155,221,1,206,154
52844,621,198,313,1,308,197
53730,772,507,443,8,329,499
54026,777,318,343,28,434,290
53101,1071,594,337,85,734,509
51570,1266,720,349,140,917,580
49645,1409,833,516,145,893,752
47876,1467,683,757,207,710,476
46719,1995,938,1345,637,650,664
43698,2154,939,1589,846,565,458
40361,2466,939,1990,1151,476,450
37191,2625,1084,2102,1441,523,357
34970,2882,1482,2340,1998,542,516
33315,2508,1152,2027,1533,481,381
32168,2342,1192,1871,1503,471,311
31561,2000,924,1591,1097,409,258
31647,1768,924,1449,1014,319,221
31982,1362,715,1149,601,213,114
32614,1102,486,968,427,134,59
35490,766,398,660,375,106,23
39364,400,159,295,158,105,1
43305,175,2,133,1,42,1
46664,141,2,62,1,79,1
49363,208,17,81,1,127,16
50970,505,118,269,1,236,117
51954,1111,564,611,97,500,467
53113,1321,788,794,240,527,548
54039,1509,882,908,428,601,470
54058,1676,925,972,600,704,489
52827,1795,951,910,694,885,655
50251,1787,933,975,529,812,562
47753,2137,946,1370,777,767,657
46203,2441,961,1771,1078,670,567
43138,2837,962,2199,1426,638,478
39800,3170,1324,2493,1836,677,512
36574,3097,1273,2472,1715,625,442
34274,3133,1455,2528,1887,605,432
32608,2840,1315,2339,1668,501,353
31433,2609,1262,2088,1534,521,272
30723,2424,1059,1987,1392,437,333
30473,2061,968,1582,1159,479,191
30399,1673,882,1365,656,308,226
30780,1373,673,1165,572,208,101
33589,1026,648,828,562,198,86
37046,536,163,305,125,231,38
40535,328,88,91,18,237,70
43384,296,105,79,2,217,103
45603,373,141,165,6,208,135
47388,577,186,216,15,361,171
48952,845,428,242,12,603,416
49734,990,805,245,27,745,832
49819,952,340,433,13,519,327
48975,1636,729,758,406,878,661
47324,1875,718,1156,278,719,440
45476,3550,936,2683,1420,867,843
44181,4372,2057,3338,3065,1034,1008
43308,3752,1491,2876,2242,876,751
40624,3553,1248,2844,1839,709,591
37234,3970,2074,3194,2733,776,659
34140,3609,1702,2997,2247,612,545
32341,3445,1828,2892,2219,553,391
31219,3404,1872,2874,2253,530,381
30616,3227,1732,2667,2045,560,313
30818,3177,1559,2690,1964,487,405
32094,3023,1436,2533,1694,490,258
33935,3222,1654,2678,1988,544,334
35634,3100,1831,2596,2237,504,406
38175,2566,1307,2162,1566,404,259
41299,2152,918,1697,819,455,152
44790,2790,1333,2081,1918,709,585
48195,1959,918,1389,919,570,434
51056,1721,888,1151,639,570,390
53586,1817,885,1229,528,588,357
55509,2249,936,1710,699,539,449
56640,2946,951,2285,1236,661,466
56378,3533,952,2752,1492,781,541
55261,4360,1697,3185,2540,1175,843
53473,4171,1730,2931,3064,1240,1334
51440,3040,989,2000,2005,1040,1016
49426,2586,939,1710,1622,876,808
48293,2496,943,1839,1332,657,592
44899,3096,1363,2470,1844,626,481
40863,3986,1882,3317,2401,669,519
37584,4864,2609,4047,3152,817,543
35483,5662,3388,4813,4128,849,740
34122,5678,3401,4887,4021,791,620
33269,5906,4123,5165,4810,741,687
33257,5322,3650,4699,4154,623,504
34352,4986,3623,4371,4093,615,470
36074,4294,2670,3768,3068,526,398
37321,4091,2638,3621,3034,470,396
39745,3868,2482,3442,2816,426,334
42932,3612,2013,3194,2263,418,250
46227,3899,2533,3432,2895,467,362
49464,3518,2220,2944,2574,574,354
52270,3136,1538,2487,2028,649,490
54437,2819,1073,2140,1551,679,478
55757,2743,956,2046,1407,697,581
56298,2626,953,1939,1285,687,570
56055,2805,953,1973,1473,832,633
55455,2926,953,2058,1447,868,716
54173,3287,984,2332,1727,955,743
52189,3565,1122,2596,1863,969,741
50701,4033,1513,3172,2317,861,804
49570,4430,2256,3571,2984,859,728
46100,4602,2390,3749,3088,853,698
42074,4796,2721,3976,3451,820,730
38704,4655,2710,3848,3293,807,583
36435,4811,2969,4077,3622,734,653
34872,4757,3131,4076,3669,681,538
33900,4730,3099,4103,3568,627,469
33783,4765,3386,4212,3852,553,466
34838,4329,3000,3841,3329,488,329
36499,3982,2634,3560,2927,422,293
37791,3723,2815,3308,3110,415,295
40370,3014,1961,2698,2182,316,221
43859,2623,1457,2300,1588,323,131
47536,2695,1794,2213,2018,482,224
50905,2044,931,1584,1116,460,279
53689,1702,880,1244,675,458,273
56018,1728,875,1159,603,569,390
57717,1774,895,1064,529,710,474
58548,1860,922,1046,407,814,578
58359,2262,934,1213,620,1049,834
57406,2527,947,1555,827,972,1050
55914,2663,947,1934,1046,729,810
54041,2966,947,2298,1569,668,680
52242,3200,1426,2595,2042,605,616
50896,3226,1307,2683,1733,543,426
47442,3971,1786,3351,2285,620,499
43373,4683,2534,3961,3105,722,571
39849,4958,3230,4162,3925,796,695
37420,4307,2576,3642,3145,665,569
35660,3921,2152,3268,2603,653,451
34481,3867,2105,3168,2579,699,474
34213,3668,1754,3009,2260,659,506
35152,3586,1995,3016,2510,570,515
36816,3009,1555,2550,1860,459,305
38056,2864,1690,2435,2063,429,373
40826,2296,1330,1883,1621,413,291
44391,1765,722,1365,589,400,133
48196,2271,955,1665,1161,606,369
51679,1951,954,1310,707,641,314
54434,1984,920,1398,735,586,492
57205,1840,879,1340,807,500,483
59335,1589,804,1147,632,442,369
60775,1681,760,1247,686,434,585
61154,1672,800,1092,703,580,424
60362,1757,794,1069,679,688,510
58675,1866,836,1151,601,715,562
